index,Name,Gender,Document_Type,Document_Number,Address,New_DOB,Name_clean,Address_clean,Document_Number_clean,Document_valid,Combined_Text,Record_ID,Group_ID,Name_Length,Address_Length,Name_Freq,Address_Freq,Group_Size,Name_Encoded,Address_Encoded,Fraud_Label,Fraud_Probability,Fraud_Prediction,Risk_Level,Image_File,OCR_Text,OCR_Similarity,OCR_Match,Duplicate_Image_Flag,Final_Risk_Score,Final_Risk_Level,Gender_clean,Document_type_clean,DOB,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
2168,Miraan Thaker,Female,Passport,D6719739,"H.No. 16, Ratta Zila, Mango 876630",07-06-1976,miraan thaker,hno 16 ratta zila mango 876630,D6719739,True,miraan thaker h no 16 ratta zila mango 876630,2168,2169,13,31,1,1,1,1330,1729,0,0.08,0,Low,img_8.jpg,miraan thaker,1.0,Match,Yes,0.248,Low,female,passport,Unknown,True,miraan thaker female Unknown passport D6719739 hno 16 ratta zila mango 876630,-1,0.0,Low
2169,Seher Lad,Other,PAN,VIMJL7927Q,"62/45, Chahal Path, Salem 856547",23-10-1998,seher lad,6245 chahal path salem 856547,VIMJL7927Q,True,seher lad 62 45 chahal path salem 856547,2169,2170,9,30,1,1,1,1925,952,0,0.19,0,Low,img_9.jpg,seher lad,1.0,Match,Yes,0.314,Low,other,pan,Unknown,True,seher lad other Unknown pan VIMJL7927Q 6245 chahal path salem 856547,-1,0.0,Low
2170,Yuvaan Sidhu,Other,Passport,B3820632,"51, Dani Street, Bilaspur 210892",17-10-2001,yuvaan sidhu,51 dani street bilaspur 210892,B3820632,True,yuvaan sidhu 51 dani street bilaspur 210892,2170,2171,12,30,1,1,1,2284,787,0,0.03,0,Low,img_0.jpg,yuvaan sidhu,1.0,Match,Yes,0.218,Low,other,passport,Unknown,True,yuvaan sidhu other Unknown passport B3820632 51 dani street bilaspur 210892,-1,0.0,Low
2171,Lagan Aggarwal,,PAN,KOOCA8527O,"H.No. 76, Deshpande Marg, Nagpur-233901",18-08-1984,lagan aggarwal,hno 76 deshpande marg nagpur233901,KOOCA8527O,True,lagan aggarwal h no 76 deshpande marg nagpur 233901,2171,2172,14,36,1,1,1,1191,2182,0,0.05,0,Low,img_1.jpg,lawragga nagal,0.57,Mismatch,Yes,0.316,Low,nan,pan,Unknown,True,lagan aggarwal nan Unknown pan KOOCA8527O hno 76 deshpande marg nagpur233901,-1,0.0,Low
2172,Hridaan Jha,Female,Aadhaar,3457 7589 6655,"H.No. 139, Sahota Path, Chandrapur-524681",06-01-1990,hridaan jha,hno 139 sahota path chandrapur524681,3.45776E+11,True,hridaan jha h no 139 sahota path chandrapur 524681,2172,2173,11,38,1,1,1,807,1705,0,0.0,0,Low,img_2.jpg,ahj naadirh,0.36,Mismatch,Yes,0.328,Low,female,aadhaar,Unknown,False,hridaan jha female Unknown aadhaar 3457 7589 6655 hno 139 sahota path chandrapur524681,-1,0.4,Medium
2173,Advika Jayaraman,Other,Passport,D9734205,"181, Sekhon Ganj, Bally 455536",09-11-1978,advika jayaraman,181 sekhon ganj bally 455536,D9734205,True,advika jayaraman 181 sekhon ganj bally 455536,2173,2174,16,28,1,1,1,124,265,0,0.13,0,Low,img_3.jpg,advika jayaraman,1.0,Match,Yes,0.278,Low,other,passport,Unknown,True,advika jayaraman other Unknown passport D9734205 181 sekhon ganj bally 455536,-1,0.0,Low
2174,Stuvan Khatri,Female,PAN,SGHPK5038N,"H.No. 03, Vaidya Ganj, Chittoor 068182",14-05-1978,stuvan khatri,hno 03 vaidya ganj chittoor 068182,SGHPK5038N,True,stuvan khatri h no 03 vaidya ganj chittoor 068182,2174,2175,13,35,1,1,1,2022,1622,0,0.01,0,Low,img_4.jpg,stuvan khatri,1.0,Match,Yes,0.206,Low,female,pan,Unknown,True,stuvan khatri female Unknown pan SGHPK5038N hno 03 vaidya ganj chittoor 068182,-1,0.0,Low
2175,Neysa Ray,Male,PAN,SEBFR3544K,"771, Kala Road, Pali 427982",04-03-2005,neysa ray,771 kala road pali 427982,SEBFR3544K,True,neysa ray 771 kala road pali 427982,2175,2176,9,25,1,1,1,1441,1220,0,0.01,0,Low,img_5.jpg,neysa ray,1.0,Match,Yes,0.206,Low,male,pan,Unknown,True,neysa ray male Unknown pan SEBFR3544K 771 kala road pali 427982,-1,0.0,Low
2176,,Other,PAN,NWGGT7293X,"17/234, Dixit Marg, Pali-113353",03-03-1992,nan,17234 dixit marg pali113353,NWGGT7293X,True,none 17 234 dixit marg pali 113353,2176,2177,4,29,118,1,1,1495,236,0,0.0,0,Low,img_6.jpg,none,1.0,Match,Yes,0.2,Low,other,pan,Unknown,True,nan other Unknown pan NWGGT7293X 17234 dixit marg pali113353,-1,0.0,Low
2177,Zoya Khatri,Female,Aadhaar,8320 4201 5997,"68/609, Walia Marg, Gandhidham 014067",06-12-2000,zoya khatri,68609 walia marg gandhidham 014067,8.32042E+11,True,zoya khatri 68 609 walia marg gandhidham 014067,2177,2178,11,35,1,1,1,2349,1045,0,0.06,0,Low,img_7.jpg,zoya khatri,1.0,Match,Yes,0.236,Low,female,aadhaar,Unknown,False,zoya khatri female Unknown aadhaar 8320 4201 5997 68609 walia marg gandhidham 014067,-1,0.4,Medium
2178,Aradhya Seshadri,Male,,Missing,"57, Singhal Street, Suryapet-230024",05-08-1984,aradhya seshadri,57 singhal street suryapet230024,NONE,False,aradhya seshadri 57 singhal street suryapet 230024,2178,2179,16,33,1,1,1,306,878,0,0.06,0,Low,img_8.jpg,aradhya seshadri,1.0,Match,Yes,0.236,Low,male,nan,Unknown,False,aradhya seshadri male Unknown nan Missing 57 singhal street suryapet230024,-1,0.4,Medium
2179,Advika Soman,Male,Aadhaar,9787 2874 8678,"66/87, Balay Circle, Bijapur 247264",04-09-1990,advika soman,6687 balay circle bijapur 247264,9.78729E+11,True,advika soman 66 87 balay circle bijapur 247264,2179,2180,12,33,1,1,1,130,1008,0,0.5,0,Medium,img_9.jpg,advika soman,1.0,Match,Yes,0.5,Medium,male,aadhaar,Unknown,False,advika soman male Unknown aadhaar 9787 2874 8678 6687 balay circle bijapur 247264,-1,0.4,Medium
2180,Arhaan Shankar,Other,Aadhaar,7909 9903 6802,"H.No. 30, Bhatti Street, Dewas-624468",20-07-1985,arhaan shankar,hno 30 bhatti street dewas624468,7.90999E+11,True,arhaan shankar h no 30 bhatti street dewas 624468,2180,2181,14,34,1,1,1,325,1832,0,0.14,0,Low,img_0.jpg,arhaan shankar,1.0,Match,Yes,0.284,Low,other,aadhaar,Unknown,False,arhaan shankar other Unknown aadhaar 7909 9903 6802 hno 30 bhatti street dewas624468,-1,0.4,Medium
2181,Adira Devan,Other,PAN,JVDCD6188V,"H.No. 97, Tata, Gudivada-017253",09-01-1976,adira devan,hno 97 tata gudivada017253,JVDCD6188V,True,adira devan h no 97 tata gudivada 017253,2181,2182,11,28,1,1,1,98,2353,0,0.02,0,Low,img_1.jpg,adira devan,1.0,Match,Yes,0.212,Low,other,pan,Unknown,True,adira devan other Unknown pan JVDCD6188V hno 97 tata gudivada017253,-1,0.0,Low
2182,Divit Thakur,Other,Passport,N8224979,"H.No. 452, Bali Marg, Madanapalle 268155",20-08-1974,divit thakur,hno 452 bali marg madanapalle 268155,N8224979,True,divit thakur h no 452 bali marg madanapalle 268155,2182,2183,12,37,1,1,1,575,1964,0,0.0,0,Low,img_2.jpg,rukaht tivid,0.25,Mismatch,Yes,0.35,Low,other,passport,Unknown,True,divit thakur other Unknown passport N8224979 hno 452 bali marg madanapalle 268155,-1,0.0,Low
2183,Hansh Bail,Male,PAN,ZXKGB1329R,"265, Gera Circle, Panihati-000410",15-01-1977,hansh bail,265 gera circle panihati000410,ZXKGB1329R,True,hansh bail 265 gera circle panihati 000410,2183,2184,10,31,1,1,1,736,414,0,0.02,0,Low,img_3.jpg,hansh bail,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,hansh bail male Unknown pan ZXKGB1329R 265 gera circle panihati000410,-1,0.0,Low
2184,Kimaya Rattan,Other,Passport,Q1872218,"H.No. 868, Sem Marg, Farrukhabad-959809",04-01-1985,kimaya rattan,hno 868 sem marg farrukhabad959809,Q1872218,True,kimaya rattan h no 868 sem marg farrukhabad 959809,2184,2185,13,36,1,1,1,1155,2278,0,0.02,0,Low,img_4.jpg,kimaya rattan,1.0,Match,Yes,0.212,Low,other,passport,Unknown,True,kimaya rattan other Unknown passport Q1872218 hno 868 sem marg farrukhabad959809,-1,0.0,Low
2185,Aniruddh Sridhar,Male,PAN,DJQBS4741N,"86/305, Sethi Road, Amritsar 894727",02-04-1992,aniruddh sridhar,86305 sethi road amritsar 894727,DJQBS4741N,True,aniruddh sridhar 86 305 sethi road amritsar 894727,2185,2186,16,33,1,1,1,264,1366,1,0.69,1,Medium,img_5.jpg,aniruddh sridhar,1.0,Match,Yes,0.614,Medium,male,pan,Unknown,True,aniruddh sridhar male Unknown pan DJQBS4741N 86305 sethi road amritsar 894727,-1,0.0,Low
2186,Jhanvi Mandal,,PAN,NGCAM4451F,"H.No. 94, Mand Nagar, Munger 531374",15-04-1997,jhanvi mandal,hno 94 mand nagar munger 531374,NGCAM4451F,True,jhanvi mandal h no 94 mand nagar munger 531374,2186,2187,13,32,1,1,1,1006,2332,0,0.05,0,Low,img_6.jpg,jhanvi mandal,1.0,Match,Yes,0.23,Low,nan,pan,Unknown,True,jhanvi mandal nan Unknown pan NGCAM4451F hno 94 mand nagar munger 531374,-1,0.0,Low
2187,,Female,Passport,X1321658,"70/300, Bala Ganj, Motihari-147744",03-10-1971,nan,70300 bala ganj motihari147744,X1321658,True,none 70 300 bala ganj motihari 147744,2187,2188,4,32,118,1,1,1495,1080,0,0.0,0,Low,img_7.jpg,none,1.0,Match,Yes,0.2,Low,female,passport,Unknown,True,nan female Unknown passport X1321658 70300 bala ganj motihari147744,-1,0.0,Low
2188,Yuvaan Virk,,PAN,LQYJV0809E,"310, Upadhyay Road, Tiruvottiyur-032083",17-01-1970,yuvaan virk,310 upadhyay road tiruvottiyur032083,LQYJV0809E,True,yuvaan virk 310 upadhyay road tiruvottiyur 032083,2188,2189,11,37,1,1,1,2286,502,0,0.04,0,Low,img_8.jpg,yuvaan virk,1.0,Match,Yes,0.224,Low,nan,pan,Unknown,True,yuvaan virk nan Unknown pan LQYJV0809E 310 upadhyay road tiruvottiyur032083,-1,0.0,Low
2189,Hrishita Bora,Other,Aadhaar,9651 4898 4690,"71/134, Brahmbhatt Ganj, Berhampur 144336",06-07-1988,hrishita bora,71134 brahmbhatt ganj berhampur 144336,9.65149E+11,True,hrishita bora 71 134 brahmbhatt ganj berhampur 144336,2189,2190,13,39,1,1,1,818,1090,0,0.08,0,Low,img_9.jpg,hrishita bora,1.0,Match,Yes,0.248,Low,other,aadhaar,Unknown,False,hrishita bora other Unknown aadhaar 9651 4898 4690 71134 brahmbhatt ganj berhampur 144336,-1,0.4,Medium
2190,Ishaan Ramanathan,Male,Passport,B7470616,,26-04-1982,ishaan ramanathan,nan,B7470616,True,ishaan ramanathan none,2190,2191,17,4,1,122,1,913,2378,0,0.01,0,Low,img_0.jpg,ishaan ramanathan,1.0,Match,Yes,0.206,Low,male,passport,Unknown,True,ishaan ramanathan male Unknown passport B7470616 nan,-1,0.0,Low
2191,Vardaniya Buch,Other,PAN,KHXBB9521K,"83/24, Buch Zila, Jabalpur 575173",04-03-1987,vardaniya buch,8324 buch zila jabalpur 575173,KHXBB9521K,True,vardaniya buch 83 24 buch zila jabalpur 575173,2191,2192,14,31,1,1,1,2178,1327,1,0.67,1,Medium,img_1.jpg,vardaniya buch,1.0,Match,Yes,0.602,Medium,other,pan,Unknown,True,vardaniya buch other Unknown pan KHXBB9521K 8324 buch zila jabalpur 575173,-1,0.0,Low
2192,Saanvi Hora,Female,Passport,Q1284437,"03/04, Banik Zila, Bhiwani-078736",28-11-1989,saanvi hora,0304 banik zila bhiwani078736,Q1284437,True,saanvi hora 03 04 banik zila bhiwani 078736,2192,2193,11,31,1,1,1,1812,48,0,0.13,0,Low,img_2.jpg,saanvi hora,1.0,Match,Yes,0.278,Low,female,passport,Unknown,True,saanvi hora female Unknown passport Q1284437 0304 banik zila bhiwani078736,-1,0.0,Low
2193,Seher Batta,,PAN,SNVFB0741S,"H.No. 963, Kaur Road, Anand-355624",05-08-1995,seher batta,hno 963 kaur road anand355624,SNVFB0741S,True,seher batta h no 963 kaur road anand 355624,2193,2194,11,31,1,1,1,1919,2345,0,0.02,0,Low,img_3.jpg,seher batta,1.0,Match,Yes,0.212,Low,nan,pan,Unknown,True,seher batta nan Unknown pan SNVFB0741S hno 963 kaur road anand355624,-1,0.0,Low
2194,Piya Kala,Other,PAN,LAJLK3579D,"17/54, Sane Ganj, Sasaram-585520",30-10-1997,piya kala,1754 sane ganj sasaram585520,LAJLK3579D,True,piya kala 17 54 sane ganj sasaram 585520,2194,2195,9,30,1,1,1,1571,240,0,0.1,0,Low,img_4.jpg,alak ayip,0.33,Mismatch,Yes,0.394,Low,other,pan,Unknown,True,piya kala other Unknown pan LAJLK3579D 1754 sane ganj sasaram585520,-1,0.0,Low
2195,Ela Kala,Male,Aadhaar,7359 4875 4176,"H.No. 75, Badal Chowk, Panchkula 163027",19-03-1979,ela kala,hno 75 badal chowk panchkula 163027,7.35949E+11,True,ela kala h no 75 badal chowk panchkula 163027,2195,2196,8,36,1,1,1,618,2174,0,0.07,0,Low,img_5.jpg,ela kala,1.0,Match,Yes,0.242,Low,male,aadhaar,Unknown,False,ela kala male Unknown aadhaar 7359 4875 4176 hno 75 badal chowk panchkula 163027,-1,0.4,Medium
2196,Taran Bir,Male,PAN,MFRJB6667G,"H.No. 62, Comar Chowk, Surendranagar Dudhrej 227402",05-12-1975,taran bir,hno 62 comar chowk surendranagar dudhrej 227402,MFRJB6667G,True,taran bir h no 62 comar chowk surendranagar dudhrej 227402,2196,2197,9,48,1,1,1,2079,2086,0,0.03,0,Low,img_6.jpg,taran bir,1.0,Match,Yes,0.218,Low,male,pan,Unknown,True,taran bir male Unknown pan MFRJB6667G hno 62 comar chowk surendranagar dudhrej 227402,-1,0.0,Low
2197,Kavya Shroff,Male,Aadhaar,5217 1000 2470,"14/11, Rau Street, Panchkula 836262",22-07-1990,kavya shroff,1411 rau street panchkula 836262,5.2171E+11,True,kavya shroff 14 11 rau street panchkula 836262,2197,2198,12,33,1,1,1,1107,195,0,0.04,0,Low,img_7.jpg,kavya shroff,1.0,Match,Yes,0.224,Low,male,aadhaar,Unknown,False,kavya shroff male Unknown aadhaar 5217 1000 2470 1411 rau street panchkula 836262,-1,0.4,Medium
2198,Hiran Gola,Female,PAN,XOXFG9647B,"69/812, Swamy Circle, Jalgaon 858126",14-10-1980,hiran gola,69812 swamy circle jalgaon 858126,XOXFG9647B,True,hiran gola 69 812 swamy circle jalgaon 858126,2198,2199,10,34,1,1,1,787,1067,0,0.0,0,Low,img_8.jpg,hiran gola,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,hiran gola female Unknown pan XOXFG9647B 69812 swamy circle jalgaon 858126,-1,0.0,Low
2199,Drishya Brar,Female,Passport,O9302247,,08-04-1991,drishya brar,nan,O9302247,True,drishya brar none,2199,2200,12,4,1,122,1,597,2378,0,0.0,0,Low,img_9.jpg,drishya brar,1.0,Match,Yes,0.2,Low,female,passport,Unknown,True,drishya brar female Unknown passport O9302247 nan,-1,0.0,Low
2200,Darshit Bera,Other,Passport,W9526304,"H.No. 741, Deshmukh, Sikar-397430",12-02-1993,darshit bera,hno 741 deshmukh sikar397430,W9526304,True,darshit bera h no 741 deshmukh sikar 397430,2200,2201,12,30,1,1,1,473,2169,1,0.53,1,Medium,img_0.jpg,darshit bera,1.0,Match,Yes,0.518,Medium,other,passport,Unknown,True,darshit bera other Unknown passport W9526304 hno 741 deshmukh sikar397430,-1,0.0,Low
2201,Prisha Swamy,Female,Passport,V9143948,"986, Arora Circle, Tirunelveli-965098",17-02-1985,prisha swamy,986 arora circle tirunelveli965098,V9143948,True,prisha swamy 986 arora circle tirunelveli 965098,2201,2202,12,35,1,1,1,1612,1575,0,0.01,0,Low,img_1.jpg,ymaws ahsirp,0.08,Mismatch,Yes,0.39,Low,female,passport,Unknown,True,prisha swamy female Unknown passport V9143948 986 arora circle tirunelveli965098,-1,0.0,Low
2202,Emir Rama,Other,Aadhaar,3558 3114 2064,"H.No. 89, Majumdar Nagar, Ramgarh 595222",06-05-1970,emir rama,hno 89 majumdar nagar ramgarh 595222,3.55831E+11,True,emir rama h no 89 majumdar nagar ramgarh 595222,2202,2203,9,37,1,1,1,647,2292,0,0.01,0,Low,img_2.jpg,emir rama,1.0,Match,Yes,0.206,Low,other,aadhaar,Unknown,False,emir rama other Unknown aadhaar 3558 3114 2064 hno 89 majumdar nagar ramgarh 595222,-1,0.4,Medium
2203,Armaan Lalla,Other,Passport,I5157247,"148, Dar Ganj, Ballia-440575",22-09-2000,armaan lalla,148 dar ganj ballia440575,I5157247,True,armaan lalla 148 dar ganj ballia 440575,2203,2204,12,26,1,1,1,331,206,0,0.13,0,Low,img_3.jpg,allal naamra,0.33,Mismatch,Yes,0.412,Medium,other,passport,Unknown,True,armaan lalla other Unknown passport I5157247 148 dar ganj ballia440575,-1,0.0,Low
2204,Bhavin Andra,Male,Aadhaar,1353 6845 7477,"46/841, Chauhan, Begusarai 518184",21-05-2002,bhavin andra,46841 chauhan begusarai 518184,1.35368E+11,True,bhavin andra 46 841 chauhan begusarai 518184,2204,2205,12,31,1,1,1,409,716,0,0.01,0,Low,img_4.jpg,bhavin andra,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,bhavin andra male Unknown aadhaar 1353 6845 7477 46841 chauhan begusarai 518184,-1,0.4,Medium
2205,Jhanvi Balay,Male,PAN,BSVAB5804V,"04/945, Din Marg, Karnal-429140",23-01-1982,jhanvi balay,04945 din marg karnal429140,BSVAB5804V,True,jhanvi balay 04 945 din marg karnal 429140,2205,2206,12,29,1,1,1,1000,67,1,0.75,1,High,img_5.jpg,jhanvi balay,1.0,Match,Yes,0.65,Medium,male,pan,Unknown,True,jhanvi balay male Unknown pan BSVAB5804V 04945 din marg karnal429140,-1,0.0,Low
2206,Shayak Basu,Male,Aadhaar,5947 4541 8130,"H.No. 54, Gade Marg, Haridwar 310644",18-01-1971,shayak basu,hno 54 gade marg haridwar 310644,5.94745E+11,True,shayak basu h no 54 gade marg haridwar 310644,2206,2207,11,33,1,1,1,1976,2034,0,0.01,0,Low,img_6.jpg,shayak basu,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,shayak basu male Unknown aadhaar 5947 4541 8130 hno 54 gade marg haridwar 310644,-1,0.4,Medium
2207,Adira Jain,Female,Aadhaar,8556 2919 2685,"034, Kapadia Street, Udaipur-314379",26-06-2001,adira jain,034 kapadia street udaipur314379,8.55629E+11,True,adira jain 034 kapadia street udaipur 314379,2207,2208,10,33,1,1,1,100,57,0,0.04,0,Low,img_7.jpg,adira jain,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,adira jain female Unknown aadhaar 8556 2919 2685 034 kapadia street udaipur314379,-1,0.4,Medium
2208,Jayesh Maharaj,Other,PAN,CUJHM3413M,"32/528, Goyal Road, Orai 519625",27-08-1972,jayesh maharaj,32528 goyal road orai 519625,CUJHM3413M,True,jayesh maharaj 32 528 goyal road orai 519625,2208,2209,14,29,1,1,1,993,508,0,0.08,0,Low,img_8.jpg,jayesh maharaj,1.0,Match,Yes,0.248,Low,other,pan,Unknown,True,jayesh maharaj other Unknown pan CUJHM3413M 32528 goyal road orai 519625,-1,0.0,Low
2209,Chirag Butala,Other,Passport,V5248768,"93/81, Taneja Zila, Anantapur 845774",03-12-1980,chirag butala,9381 taneja zila anantapur 845774,V5248768,True,chirag butala 93 81 taneja zila anantapur 845774,2209,2210,13,34,1,1,1,448,1485,1,0.6,1,Medium,img_9.jpg,chirag butala,1.0,Match,Yes,0.56,Medium,other,passport,Unknown,True,chirag butala other Unknown passport V5248768 9381 taneja zila anantapur 845774,-1,0.0,Low
2210,Azad Dada,Other,PAN,DWNHD3541S,"937, Khanna Road, Bhiwandi-879038",16-02-1998,azad dada,937 khanna road bhiwandi879038,DWNHD3541S,True,azad dada 937 khanna road bhiwandi 879038,2210,2211,9,31,1,1,1,363,1492,0,0.03,0,Low,img_0.jpg,azad dada,1.0,Match,Yes,0.218,Low,other,pan,Unknown,True,azad dada other Unknown pan DWNHD3541S 937 khanna road bhiwandi879038,-1,0.0,Low
2211,Devansh Gill,Male,Passport,V9895035,"H.No. 581, Kibe Chowk, Bally-922212",30-04-1999,devansh gill,hno 581 kibe chowk bally922212,V9895035,True,devansh gill h no 581 kibe chowk bally 922212,2211,2212,12,32,1,1,1,492,2065,0,0.02,0,Low,img_1.jpg,devansh gill,1.0,Match,Yes,0.212,Low,male,passport,Unknown,True,devansh gill male Unknown passport V9895035 hno 581 kibe chowk bally922212,-1,0.0,Low
2212,Indrajit Krishna,Female,Aadhaar,8005 6937 9377,"28/192, Suresh Nagar, Sultan Pur Majra 328496",13-09-1971,indrajit krishna,28192 suresh nagar sultan pur majra 328496,8.00569E+11,True,indrajit krishna 28 192 suresh nagar sultan pur majra 328496,2212,2213,16,43,1,1,1,857,436,0,0.08,0,Low,img_2.jpg,anhsirk tijardni,0.19,Mismatch,Yes,0.41,Medium,female,aadhaar,Unknown,False,indrajit krishna female Unknown aadhaar 8005 6937 9377 28192 suresh nagar sultan pur majra 328496,-1,0.4,Medium
2213,Aayush Bajwa,Male,Aadhaar,1718 2908 6156,"75, Ranganathan Zila, Burhanpur 359250",11-02-1988,aayush bajwa,75 ranganathan zila burhanpur 359250,1.71829E+11,True,aayush bajwa 75 ranganathan zila burhanpur 359250,2213,2214,12,36,1,1,1,55,1183,1,0.19,0,Low,img_3.jpg,aayush bajwa,1.0,Match,Yes,0.314,Low,male,aadhaar,Unknown,False,aayush bajwa male Unknown aadhaar 1718 2908 6156 75 ranganathan zila burhanpur 359250,-1,0.4,Medium
2214,Manikya Saini,Female,PAN,QUMGS7708C,"45, Thakur Path, Loni 571623",21-07-2002,manikya saini,45 thakur path loni 571623,QUMGS7708C,True,manikya saini 45 thakur path loni 571623,2214,2215,13,26,1,1,1,1282,703,0,0.0,0,Low,img_4.jpg,manikya saini,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,manikya saini female Unknown pan QUMGS7708C 45 thakur path loni 571623,-1,0.0,Low
2215,Faiyaz Wali,Male,Aadhaar,7701 7969 3572,,27-08-1983,faiyaz wali,nan,7.7018E+11,True,faiyaz wali none,2215,2216,11,4,1,122,1,688,2378,0,0.0,0,Low,img_5.jpg,faiyaz wali,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,faiyaz wali male Unknown aadhaar 7701 7969 3572 nan,-1,0.4,Medium
2216,Samar Ghosh,Male,Passport,G9500275,"027, Devan Zila, Panipat-357487",18-06-1979,samar ghosh,027 devan zila panipat357487,G9500275,True,samar ghosh 027 devan zila panipat 357487,2216,2217,11,29,1,1,1,1867,47,0,0.08,0,Low,img_6.jpg,samar ghosh,1.0,Match,Yes,0.248,Low,male,passport,Unknown,True,samar ghosh male Unknown passport G9500275 027 devan zila panipat357487,-1,0.0,Low
2217,Mamooty Srivastava,,Aadhaar,7080 8265 4251,"962, Hora Chowk, Dehradun 777576",30-08-1996,mamooty srivastava,962 hora chowk dehradun 777576,7.08083E+11,True,mamooty srivastava 962 hora chowk dehradun 777576,2217,2218,18,30,1,1,1,1272,1533,0,0.07,0,Low,img_7.jpg,mamooty srivastava,1.0,Match,Yes,0.242,Low,nan,aadhaar,Unknown,False,mamooty srivastava nan Unknown aadhaar 7080 8265 4251 962 hora chowk dehradun 777576,-1,0.4,Medium
2218,,Male,PAN,XLMLS6258A,"09/09, Choudhary Path, Chandrapur 741387",05-03-1983,nan,0909 choudhary path chandrapur 741387,XLMLS6258A,True,none 09 09 choudhary path chandrapur 741387,2218,2219,4,38,118,1,1,1495,125,0,0.02,0,Low,img_8.jpg,none,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,nan male Unknown pan XLMLS6258A 0909 choudhary path chandrapur 741387,-1,0.0,Low
2219,Anika Dada,Male,Passport,R6659936,"H.No. 120, Sarna Circle, Bhagalpur 353855",09-05-2001,anika dada,hno 120 sarna circle bhagalpur 353855,R6659936,True,anika dada h no 120 sarna circle bhagalpur 353855,2219,2220,10,38,1,1,1,249,1697,0,0.0,0,Low,img_9.jpg,adad akina,0.5,Mismatch,Yes,0.3,Low,male,passport,Unknown,True,anika dada male Unknown passport R6659936 hno 120 sarna circle bhagalpur 353855,-1,0.0,Low
2220,Shlok Chokshi,Other,Passport,Q3049336,"849, Varughese Street, Ambattur-529433",16-12-1987,shlok chokshi,849 varughese street ambattur529433,Q3049336,True,shlok chokshi 849 varughese street ambattur 529433,2220,2221,13,36,1,1,1,1994,1354,0,0.0,0,Low,img_0.jpg,shlok chokshi,1.0,Match,Yes,0.2,Low,other,passport,Unknown,True,shlok chokshi other Unknown passport Q3049336 849 varughese street ambattur529433,-1,0.0,Low
2221,Pihu Lala,Male,,Missing,"67/419, Dalal Street, Parbhani-053020",23-02-1984,pihu lala,67419 dalal street parbhani053020,NONE,False,pihu lala 67 419 dalal street parbhani 053020,2221,2222,9,35,1,1,1,1559,1023,0,0.05,0,Low,img_1.jpg,pihu lala,1.0,Match,Yes,0.23,Low,male,nan,Unknown,False,pihu lala male Unknown nan Missing 67419 dalal street parbhani053020,-1,0.4,Medium
2222,Kaira Shanker,Male,PAN,MNEFS5360P,"98, Sibal Street, Ichalkaranji 895615",04-12-1994,kaira shanker,98 sibal street ichalkaranji 895615,MNEFS5360P,True,kaira shanker 98 sibal street ichalkaranji 895615,2222,2223,13,35,1,1,1,1063,1570,0,0.04,0,Low,img_2.jpg,reknahs ariak,0.38,Mismatch,Yes,0.348,Low,male,pan,Unknown,True,kaira shanker male Unknown pan MNEFS5360P 98 sibal street ichalkaranji 895615,-1,0.0,Low
2223,Ishita Dhillon,Male,Passport,Q1391426,"56/471, Subramaniam Marg, Gandhinagar 620537",15-12-1975,ishita dhillon,56471 subramaniam marg gandhinagar 620537,Q1391426,True,ishita dhillon 56 471 subramaniam marg gandhinagar 620537,2223,2224,14,42,1,1,1,924,853,0,0.07,0,Low,img_3.jpg,ishita dhillon,1.0,Match,Yes,0.242,Low,male,passport,Unknown,True,ishita dhillon male Unknown passport Q1391426 56471 subramaniam marg gandhinagar 620537,-1,0.0,Low
